problem,model,model_slug,record,n_lines,n_tactics,n_have,n_premise_refs,n_distinct_premises,vocab_ratio,n_files
koszul_formula,GPT-5.6,GPT-5.6,600,41,10,9,137,39,0.2846715328467153,1
koszul_formula,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,975,37,6,3,140,38,0.2714285714285714,2
landsberg_schaar,GPT-5.6,GPT-5.6,601,1084,424,203,1026,118,0.11500974658869395,1
landsberg_schaar,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,976,457,174,92,568,113,0.198943661971831,2
lax_approximation,GPT-5.6,GPT-5.6,602,1514,616,268,1353,237,0.17516629711751663,1
lax_approximation,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,977,1059,466,124,818,194,0.2371638141809291,8
levi_civita_exists_unique,GPT-5.6,GPT-5.6,603,847,250,128,2839,190,0.06692497358224728,1
levi_civita_exists_unique,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,978,576,161,47,1303,136,0.10437452033768227,3
lidskii_inequality,GPT-5.6,GPT-5.6,604,2144,834,403,2749,283,0.10294652600945799,1
lidskii_inequality,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,979,785,261,117,1391,256,0.18404025880661395,6
lidskii_last,GPT-5.6,GPT-5.6,605,946,299,120,1403,165,0.11760513186029936,1
lidskii_last,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,980,551,221,60,602,137,0.22757475083056478,2
lindemann,GPT-5.6,GPT-5.6,606,1182,491,201,1353,252,0.18625277161862527,1
lindemann,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,981,692,241,83,691,198,0.2865412445730825,3
lindemann_weierstrass,GPT-5.6,GPT-5.6,607,1357,434,191,1448,261,0.18024861878453038,1
lindemann_weierstrass,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,982,620,210,61,884,200,0.22624434389140272,4
linear_ode_asymptotic_stability,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,30,416,245,135,625,121,0.1936,2
linear_ode_asymptotic_stability,Aristotle (Harmonic),Aristotle-Harmonic,312,230,143,41,413,136,0.32929782082324455,3
linear_ode_asymptotic_stability,GPT-5.5,GPT-5.5,543,1199,448,222,1753,331,0.18881916714204222,1
linear_ode_asymptotic_stability,GPT-5.6,GPT-5.6,608,333,137,57,430,115,0.26744186046511625,1
linear_ode_asymptotic_stability,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,983,281,98,46,426,124,0.29107981220657275,2
liouville_arnold,GPT-5.6,GPT-5.6,609,3811,1367,603,5303,540,0.10182915330944749,1
liouville_arnold,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,984,2078,572,242,2864,475,0.16585195530726257,10
lp_maximum_principle,GPT-5.6,GPT-5.6,610,156,49,34,231,68,0.2943722943722944,1
lp_maximum_principle,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,986,68,20,8,112,62,0.5535714285714286,2
margulis_ruelle,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,987,15834,4143,1864,26609,1385,0.052050058250967715,74
mem_convexHull_finset_extremePoints_of_mem_compact_convex,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,32,442,242,112,474,120,0.25316455696202533,2
mem_convexHull_finset_extremePoints_of_mem_compact_convex,Aristotle (Harmonic),Aristotle-Harmonic,316,370,240,61,509,168,0.3300589390962672,5
mem_convexHull_finset_extremePoints_of_mem_compact_convex,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,807,498,272,142,434,156,0.35944700460829493,2
mem_convexHull_finset_extremePoints_of_mem_compact_convex,GPT-5.5,GPT-5.5,544,240,94,52,383,77,0.2010443864229765,1
mem_convexHull_finset_extremePoints_of_mem_compact_convex,GPT-5.5,GPT-5.5,7,277,104,56,377,83,0.22015915119363394,1
mem_convexHull_finset_extremePoints_of_mem_compact_convex,GPT-5.6,GPT-5.6,611,219,105,62,290,84,0.2896551724137931,1
mem_convexHull_finset_extremePoints_of_mem_compact_convex,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,988,186,78,35,232,65,0.2801724137931034,2
mergelyan_theorem,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,989,12564,2765,1228,9797,884,0.0902317035827294,37
monge_kantorovich,GPT-5.6,GPT-5.6,612,206,92,34,411,79,0.1922141119221411,1
monge_kantorovich,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,990,147,48,13,244,56,0.22950819672131148,2
moran_equality_affine,GPT-5.6,GPT-5.6,613,1165,415,230,1487,253,0.17014122394082046,1
moran_equality_affine,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,991,754,274,102,1150,273,0.2373913043478261,2
morley_theorem,GPT-5.6,GPT-5.6,614,422,245,157,742,52,0.07008086253369272,1
morley_theorem,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,992,265,96,67,556,50,0.08992805755395683,2
morley_theorem,UNICO-NOUS-pipeline---Claude-Anthropic,UNICO-NOUS-pipeline---Claude-Anthropic,836,1052,431,275,2369,124,0.052342760658505696,2
mountain_pass,GPT-5.6,GPT-5.6,615,775,357,181,595,130,0.2184873949579832,1
mountain_pass,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,993,697,282,156,614,135,0.21986970684039087,2
mulCayley_connected_iff_closure_eq_top,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,33,72,46,11,73,32,0.4383561643835616,2
mulCayley_connected_iff_closure_eq_top,Aristotle (Harmonic),Aristotle-Harmonic,242,79,28,9,143,31,0.21678321678321677,2
mulCayley_connected_iff_closure_eq_top,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,808,65,49,11,54,21,0.3888888888888889,2
mulCayley_connected_iff_closure_eq_top,EVO-deepthought.com.au,EVO-deepthought.com.au,891,105,59,23,157,27,0.17197452229299362,3
mulCayley_connected_iff_closure_eq_top,GPT-5.5,GPT-5.5,861,82,40,23,86,27,0.313953488372093,1
mulCayley_connected_iff_closure_eq_top,GPT-5.6,GPT-5.6,616,80,41,19,96,21,0.21875,1
mulCayley_connected_iff_closure_eq_top,Gemini 3.1 Pro,Gemini-3.1-Pro,869,68,36,9,63,29,0.4603174603174603,1
mulCayley_connected_iff_closure_eq_top,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,994,43,26,2,44,22,0.5,2
multi_hole_helpers_example,Kimi-K2.7,Kimi-K2.7,831,4,0,0,4,9,2.25,2
nash_equilibrium_exists,GPT-5.6,GPT-5.6,617,2175,925,339,2233,243,0.10882221227048813,1
nash_equilibrium_exists,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,996,1565,577,145,1832,254,0.13864628820960698,4
nonlinear_three_manifold_group,GPT-5.6,GPT-5.6,618,8194,3218,1283,14031,863,0.06150666381583636,1
nonlinear_three_manifold_group,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,998,2814,662,200,2119,464,0.21897121283624352,11
normal_spectral_theorem,GPT-5.6,GPT-5.6,619,203,96,37,368,93,0.25271739130434784,1
normal_spectral_theorem,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,999,109,44,18,209,74,0.35406698564593303,2
novikov_unsolvable,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1000,5252,1470,216,3321,572,0.17223727792833485,11
nyquist_shannon_sampling,GPT-5.6,GPT-5.6,620,247,92,35,190,67,0.3526315789473684,1
nyquist_shannon_sampling,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1001,214,55,11,130,57,0.43846153846153846,2
oppenheim_inequality,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,34,157,86,44,411,98,0.2384428223844282,2
oppenheim_inequality,Aristotle (Harmonic),Aristotle-Harmonic,326,207,134,42,526,106,0.20152091254752852,2
oppenheim_inequality,Aristotle (Harmonic),Aristotle-Harmonic,845,230,177,45,540,148,0.2740740740740741,1
oppenheim_inequality,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,809,405,192,103,789,183,0.23193916349809887,2
oppenheim_inequality,GPT-5.5,GPT-5.5,545,314,126,47,637,106,0.1664050235478807,1
oppenheim_inequality,GPT-5.6,GPT-5.6,621,301,150,76,598,142,0.23745819397993312,1
oppenheim_inequality,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1002,308,93,49,535,106,0.19813084112149532,3
ornstein_weiss_rokhlin,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1003,1174,293,82,1885,173,0.09177718832891246,2
parallel_postulate_independent,GPT-5.6,GPT-5.6,623,2203,913,486,2267,221,0.09748566387295986,1
parallel_postulate_independent,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1004,1269,535,264,899,174,0.1935483870967742,3
pascal,GPT-5.6,GPT-5.6,624,381,163,54,523,64,0.12237093690248566,1
pascal,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1005,365,119,68,308,49,0.1590909090909091,2
peano_existence,GPT-5.6,GPT-5.6,625,529,189,116,617,176,0.2852512155591572,1
peano_existence,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1006,209,63,47,194,84,0.4329896907216495,2
pell_solution_convergent,EVO-deepthought.com.au,EVO-deepthought.com.au,893,115,57,50,64,28,0.4375,2
pell_solution_convergent,GPT-5.6,GPT-5.6,626,94,33,35,44,17,0.38636363636363635,1
pell_solution_convergent,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1007,70,25,22,38,27,0.7105263157894737,2
permute_to_unimodal,Aristotle (Harmonic),Aristotle-Harmonic,332,2239,920,321,2583,451,0.1746031746031746,21
permute_to_unimodal,GPT-5.6,GPT-5.6,627,2528,1409,654,2734,476,0.17410387710314557,1
permute_to_unimodal,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1008,1786,866,231,1729,358,0.2070561017929439,7
pesin_formula,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1009,29905,7100,3590,48553,1811,0.037299445966263674,144
pi1_circle_mulEquiv_int,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,35,143,56,31,207,56,0.27053140096618356,2
pi1_circle_mulEquiv_int,Aristotle (Harmonic),Aristotle-Harmonic,333,169,81,13,243,82,0.3374485596707819,2
pi1_circle_mulEquiv_int,Aristotle (Harmonic),Aristotle-Harmonic,846,206,98,24,198,77,0.3888888888888889,1
pi1_circle_mulEquiv_int,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,810,306,119,37,303,79,0.2607260726072607,2
pi1_circle_mulEquiv_int,GPT-5.5,GPT-5.5,855,196,66,19,242,65,0.26859504132231404,1
pi1_circle_mulEquiv_int,GPT-5.6,GPT-5.6,628,213,97,34,352,87,0.2471590909090909,1
pi1_circle_mulEquiv_int,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1010,178,68,11,203,77,0.3793103448275862,2
pi3_sphere_two_mulEquiv_int,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1011,10919,2542,754,9745,1071,0.1099025141097999,43
pick,Claude-Fable-5,Claude-Fable-5,791,21461,12228,4905,29967,1351,0.04508292455033871,21
pick,Claude-Opus-4.8-1M-context,Claude-Opus-4.8-1M-context,818,21461,12228,4905,29967,1351,0.04508292455033871,21
pick,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1012,16727,4331,1571,9875,1087,0.1100759493670886,59
poincare_bendixson,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1013,7139,2370,1087,6985,1094,0.15662133142448104,31
poincare_siegel_linearisation,GPT-5.6,GPT-5.6,629,1818,707,342,1354,284,0.20974889217134415,1
poincare_siegel_linearisation,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1014,1657,422,155,1041,237,0.2276657060518732,7
posSemidef_map_exp,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,36,84,58,6,97,50,0.5154639175257731,2
posSemidef_map_exp,Aristotle (Harmonic),Aristotle-Harmonic,243,52,39,11,128,59,0.4609375,2
posSemidef_map_exp,Aristotle (Harmonic),Aristotle-Harmonic,847,61,33,14,116,45,0.3879310344827586,1
posSemidef_map_exp,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,811,64,34,13,79,36,0.45569620253164556,2
posSemidef_map_exp,EVO-deepthought.com.au,EVO-deepthought.com.au,894,149,64,36,294,59,0.20068027210884354,2
posSemidef_map_exp,GPT-5.5,GPT-5.5,546,61,21,7,100,40,0.4,1
posSemidef_map_exp,GPT-5.5,GPT-5.5,862,95,33,4,143,44,0.3076923076923077,1
posSemidef_map_exp,GPT-5.6,GPT-5.6,630,78,29,12,115,39,0.3391304347826087,1
posSemidef_map_exp,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1015,48,21,6,52,28,0.5384615384615384,2
rado_riemannSurface,Claude-Fable-5,Claude-Fable-5,792,3519,1573,817,4418,762,0.17247623358985967,13
radon_transform_inversion,GPT-5.6,GPT-5.6,631,281,75,16,311,79,0.2540192926045016,1
radon_transform_inversion,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1016,143,46,13,156,76,0.48717948717948717,2
regular_value_ae,GPT-5.6,GPT-5.6,632,1006,417,173,1247,237,0.19005613472333602,1
regular_value_ae,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1017,496,222,92,375,146,0.3893333333333333,4
riesz_brothers_theorem,GPT-5.6,GPT-5.6,633,1798,735,353,1883,320,0.1699415825809878,1
riesz_brothers_theorem,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1018,912,256,77,691,172,0.24891461649782923,2
rising_sun_lemma,GPT-5.6,GPT-5.6,634,380,209,137,492,112,0.22764227642276422,1
rising_sun_lemma,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1019,291,158,66,295,121,0.4101694915254237,2
rokhlin_lemma,Aristotle (Harmonic),Aristotle-Harmonic,663,3286,1502,292,6914,623,0.09010702921608331,24
rokhlin_lemma,GPT-5.6,GPT-5.6,635,934,347,144,1111,176,0.15841584158415842,1
rokhlin_lemma,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1020,582,153,46,780,128,0.1641025641025641,2
rouche_zero_count_eq,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,37,883,453,306,1178,193,0.16383701188455008,2
rouche_zero_count_eq,Aristotle (Harmonic),Aristotle-Harmonic,343,569,309,113,662,213,0.3217522658610272,3
rouche_zero_count_eq,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,812,761,351,242,943,206,0.21845174973488865,2
rouche_zero_count_eq,GPT-5.6,GPT-5.6,636,508,262,140,578,125,0.21626297577854672,1
rouche_zero_count_eq,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1021,321,106,83,344,107,0.311046511627907,2
runge_theorem,GPT-5.6,GPT-5.6,637,2339,991,488,3142,382,0.1215786123488224,1
runge_theorem,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1022,801,273,115,1132,229,0.20229681978798586,21
sard_theorem,GPT-5.6,GPT-5.6,638,1535,692,343,2249,395,0.17563361493997331,1
sard_theorem,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1023,1002,407,187,1255,298,0.23745019920318725,4
schauder_fixed_point,GPT-5.6,GPT-5.6,639,1090,484,191,1388,188,0.13544668587896252,1
schauder_fixed_point,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1024,1433,459,163,1773,279,0.15736040609137056,10
semilinear_poisson_radial_symmetry,GPT-5.6,GPT-5.6,640,2748,1209,768,3419,349,0.10207663059374086,1
semilinear_poisson_radial_symmetry,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1025,2334,715,419,1557,267,0.17148362235067438,7
shannon_capacity_pentagon,GPT-5.6,GPT-5.6,641,404,130,41,396,87,0.2196969696969697,1
shannon_capacity_pentagon,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1026,400,125,35,300,95,0.31666666666666665,2
sobolev_embedding_morrey,GPT-5.6,GPT-5.6,642,3310,1132,591,4551,537,0.11799604482531312,1
sobolev_embedding_morrey,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1027,2446,630,255,2015,358,0.17766749379652605,7
solvable_by_radicals_converse,GPT-5.6,GPT-5.6,643,388,142,83,688,163,0.2369186046511628,1
solvable_by_radicals_converse,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1028,249,99,44,554,132,0.23826714801444043,2
stable_unstable_manifolds,GPT-5.6,GPT-5.6,644,881,354,155,974,210,0.21560574948665298,1
stable_unstable_manifolds,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1029,1073,405,165,1310,273,0.2083969465648855,4
strong_subadditivity,GPT-5.6,GPT-5.6,645,2860,1082,354,5627,576,0.10236360405189265,1
strong_subadditivity,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1030,1320,336,121,3874,351,0.09060402684563758,7
sturm,GPT-5.6,GPT-5.6,646,961,462,243,764,160,0.2094240837696335,1
sturm,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1031,704,301,152,575,163,0.28347826086956524,2
sturm_separation,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,38,200,114,43,228,76,0.3333333333333333,2
sturm_separation,Aristotle (Harmonic),Aristotle-Harmonic,352,267,163,63,492,143,0.29065040650406504,2
sturm_separation,Aristotle (Harmonic),Aristotle-Harmonic,848,94,94,26,210,76,0.3619047619047619,1
sturm_separation,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,813,801,304,210,826,116,0.14043583535108958,2
sturm_separation,EVO-deepthought.com.au,EVO-deepthought.com.au,895,612,364,251,509,86,0.16895874263261296,2
sturm_separation,GPT-5.5 Codex,GPT-5.5-Codex,10,358,135,56,264,58,0.2196969696969697,1
sturm_separation,GPT-5.5,GPT-5.5,547,301,86,55,334,57,0.17065868263473055,1
sturm_separation,GPT-5.5,GPT-5.5,8,358,135,56,264,58,0.2196969696969697,1
sturm_separation,GPT-5.6,GPT-5.6,647,344,198,107,346,78,0.2254335260115607,1
sturm_separation,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1032,141,50,31,141,45,0.3191489361702128,2
substInv_X_sub_X_sq_eq_catalan,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,39,61,36,16,68,19,0.27941176470588236,2
substInv_X_sub_X_sq_eq_catalan,Aristotle (Harmonic),Aristotle-Harmonic,244,45,15,10,82,18,0.21951219512195122,2
substInv_X_sub_X_sq_eq_catalan,Claude-Opus-4.7-1M-context,Claude-Opus-4.7-1M-context,814,55,15,16,108,30,0.2777777777777778,2
substInv_X_sub_X_sq_eq_catalan,DeepSeek-V4-Flash,DeepSeek-V4-Flash,821,79,37,26,152,28,0.18421052631578946,2
substInv_X_sub_X_sq_eq_catalan,EVO-deepthought.com.au,EVO-deepthought.com.au,896,93,36,24,203,20,0.09852216748768473,2
substInv_X_sub_X_sq_eq_catalan,GPT-5.5,GPT-5.5,863,59,26,12,120,30,0.25,1
substInv_X_sub_X_sq_eq_catalan,GPT-5.6,GPT-5.6,648,74,33,21,146,32,0.2191780821917808,1
substInv_X_sub_X_sq_eq_catalan,Grok-4.5,Grok-4.5,824,46,25,11,103,22,0.21359223300970873,2
substInv_X_sub_X_sq_eq_catalan,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1033,49,24,9,94,16,0.1702127659574468,2
substInv_X_sub_X_sq_eq_catalan,Hy3,Hy3,825,57,30,9,107,37,0.34579439252336447,2
substInv_X_sub_X_sq_eq_catalan,Kimi-K2.7,Kimi-K2.7,833,73,43,15,70,24,0.34285714285714286,2
symAction_range_eq_centralizer_glAction,Aristotle (Harmonic),Aristotle-Harmonic,664,751,421,111,1903,291,0.15291644771413557,7
symAction_range_eq_centralizer_glAction,GPT-5.6,GPT-5.6,649,1900,871,260,3667,347,0.09462776111262612,1
symAction_range_eq_centralizer_glAction,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1034,619,210,32,1355,207,0.15276752767527677,8
symplectic_matrix_det,GPT-5.6,GPT-5.6,650,728,280,168,1241,175,0.14101531023368252,1
symplectic_matrix_det,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1035,373,111,13,601,102,0.16971713810316139,2
topological_classification_of_surfaces,mostly-ChatGPT-5.6-Sol,mostly-ChatGPT-5.6-Sol,537,118000,37514,11434,144317,11512,0.07976884220154244,123
trace_cayley_hamilton_newton,GPT-5.6,GPT-5.6,651,290,131,37,479,96,0.20041753653444677,1
trace_cayley_hamilton_newton,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1036,182,68,16,296,76,0.25675675675675674,2
turing_recursive_equiv,GPT-5.6,GPT-5.6,652,1387,524,93,2432,279,0.1147203947368421,1
turing_recursive_equiv,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1037,1161,368,55,1363,244,0.17901687454145268,3
tverberg_theorem,GPT-5.6,GPT-5.6,653,552,222,114,476,114,0.23949579831932774,1
tverberg_theorem,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1038,388,161,58,275,101,0.36727272727272725,3
unit_distance_upper_bound,Trellis,Trellis,901,134835,51408,22931,115680,7531,0.06510200553250346,610
variable_binder_example,Aristotle (Harmonic),Aristotle-Harmonic,357,5,0,1,8,11,1.375,2
variable_binder_example,EVO-deepthought.com.au,EVO-deepthought.com.au,898,4,0,0,6,9,1.5,2
variable_binder_example,EVO,EVO,883,4,0,0,6,9,1.5,2
variable_binder_example,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1040,9,2,0,7,9,1.2857142857142858,2
variable_binder_example,Kimi-K2.7,Kimi-K2.7,835,6,1,2,8,10,1.25,2
vonNeumann_doubleCommutant_tfae,"Antigravity (Multi-Model Ensemble: Gemini 3.1 Pro, Gemini 3 Flash, Claude 4.6 Sonnet/Opus)",Antigravity-Multi-Model-Ensemble-Gemini-3.1-Pro-Gemini-3-Flash-Claude-4.6-Sonnet,41,367,179,65,956,138,0.14435146443514643,2
vonNeumann_doubleCommutant_tfae,Aristotle (Harmonic),Aristotle-Harmonic,358,478,243,71,1192,174,0.14597315436241612,4
vonNeumann_doubleCommutant_tfae,GPT-5.6,GPT-5.6,654,477,197,82,1047,115,0.10983763132760267,1
vonNeumann_doubleCommutant_tfae,Humanifa + GPT 5.6 sol,Humanifa-+-GPT-5.6-sol,1041,288,79,15,689,98,0.14223512336719885,2
wiener_atom_detection,GPT-5.6,GPT-5.6,655,297,118,28,254,78,0.30708661417322836,1
wiener_inverse_closed,GPT-5.6,GPT-5.6,656,505,200,100,471,104,0.2208067940552017,1
wiener_levy_analytic_calculus,GPT-5.6,GPT-5.6,657,2689,1176,455,3218,403,0.1252330640149161,1
wigner_semicircle,GPT-5.6,GPT-5.6,658,11919,4016,1803,13867,1061,0.07651258383211942,1
